height,depth,position,value
0,12.16943902,12.16943902,171
0.000773154,12.16866587,12.16866587,172
0.001546307,12.16789271,12.16789271,173
0.002319461,12.16711956,12.16711956,172
0.003092615,12.16634641,12.16634641,170
0.003865768,12.16557325,12.16557325,167
0.004638922,12.1648001,12.1648001,174
0.005412076,12.16402694,12.16402694,179
0.006185229,12.16325379,12.16325379,179
0.006958383,12.16248064,12.16248064,177
0.007731537,12.16170748,12.16170748,176
0.008504691,12.16093433,12.16093433,177
0.009277844,12.16016118,12.16016118,179
0.010050998,12.15938802,12.15938802,180
0.010824152,12.15861487,12.15861487,178
0.011597305,12.15784172,12.15784172,173
0.012370459,12.15706856,12.15706856,169
0.013143613,12.15629541,12.15629541,179
0.013916766,12.15552225,12.15552225,184
0.01468992,12.1547491,12.1547491,178
0.015463074,12.15397595,12.15397595,173
0.016236227,12.15320279,12.15320279,171
0.017009381,12.15242964,12.15242964,170
0.017782535,12.15165649,12.15165649,171
0.018555688,12.15088333,12.15088333,173
0.019328842,12.15011018,12.15011018,174
0.020101996,12.14933702,12.14933702,174
0.02087515,12.14856387,12.14856387,172
0.021648303,12.14779072,12.14779072,168
0.022421457,12.14701756,12.14701756,166
0.023194611,12.14624441,12.14624441,166
0.023967764,12.14547126,12.14547126,163
0.024740918,12.1446981,12.1446981,162
0.025514072,12.14392495,12.14392495,161
0.026287225,12.1431518,12.1431518,163
0.027060379,12.14237864,12.14237864,165
0.027833533,12.14160549,12.14160549,165
0.028606686,12.14083233,12.14083233,166
0.02937984,12.14005918,12.14005918,172
0.030152994,12.13928603,12.13928603,175
0.030926147,12.13851287,12.13851287,175
0.031699301,12.13773972,12.13773972,177
0.032472455,12.13696657,12.13696657,179
0.033245609,12.13619341,12.13619341,180
0.034018762,12.13542026,12.13542026,177
0.034791916,12.1346471,12.1346471,164
0.03556507,12.13387395,12.13387395,145
0.036338223,12.1331008,12.1331008,154
0.037111377,12.13232764,12.13232764,173
0.037884531,12.13155449,12.13155449,189
0.038657684,12.13078134,12.13078134,196
0.039430838,12.13000818,12.13000818,188
0.040203992,12.12923503,12.12923503,190
0.040977145,12.12846188,12.12846188,196
0.041750299,12.12768872,12.12768872,198
0.042523453,12.12691557,12.12691557,192
0.043296606,12.12614241,12.12614241,186
0.04406976,12.12536926,12.12536926,180
0.044842914,12.12459611,12.12459611,181
0.045616067,12.12382295,12.12382295,184
0.046389221,12.1230498,12.1230498,186
0.047162375,12.12227665,12.12227665,189
0.047935529,12.12150349,12.12150349,191
0.048708682,12.12073034,12.12073034,193
0.049481836,12.11995718,12.11995718,196
0.05025499,12.11918403,12.11918403,199
0.051028143,12.11841088,12.11841088,201
0.051801297,12.11763772,12.11763772,202
0.052574451,12.11686457,12.11686457,202
0.053347604,12.11609142,12.11609142,202
0.054120758,12.11531826,12.11531826,200
0.054893912,12.11454511,12.11454511,198
0.055667065,12.11377196,12.11377196,198
0.056440219,12.1129988,12.1129988,198
0.057213373,12.11222565,12.11222565,199
0.057986526,12.11145249,12.11145249,200
0.05875968,12.11067934,12.11067934,202
0.059532834,12.10990619,12.10990619,203
0.060305988,12.10913303,12.10913303,205
0.061079141,12.10835988,12.10835988,200
0.061852295,12.10758673,12.10758673,195
0.062625449,12.10681357,12.10681357,202
0.063398602,12.10604042,12.10604042,204
0.064171756,12.10526726,12.10526726,202
0.06494491,12.10449411,12.10449411,202
0.065718063,12.10372096,12.10372096,201
0.066491217,12.1029478,12.1029478,200
0.067264371,12.10217465,12.10217465,199
0.068037524,12.1014015,12.1014015,195
0.068810678,12.10062834,12.10062834,193
0.069583832,12.09985519,12.09985519,195
0.070356985,12.09908204,12.09908204,198
0.071130139,12.09830888,12.09830888,200
0.071903293,12.09753573,12.09753573,199
0.072676447,12.09676257,12.09676257,199
0.0734496,12.09598942,12.09598942,200
0.074222754,12.09521627,12.09521627,200
0.074995908,12.09444311,12.09444311,199
0.075769061,12.09366996,12.09366996,198
0.076542215,12.09289681,12.09289681,195
0.077315369,12.09212365,12.09212365,194
0.078088522,12.0913505,12.0913505,195
0.078861676,12.09057734,12.09057734,195
0.07963483,12.08980419,12.08980419,194
0.080407983,12.08903104,12.08903104,196
0.081181137,12.08825788,12.08825788,197
0.081954291,12.08748473,12.08748473,192
0.082727444,12.08671158,12.08671158,190
0.083500598,12.08593842,12.08593842,188
0.084273752,12.08516527,12.08516527,185
0.085046905,12.08439212,12.08439212,187
0.085820059,12.08361896,12.08361896,189
0.086593213,12.08284581,12.08284581,186
0.087366367,12.08207265,12.08207265,182
0.08813952,12.0812995,12.0812995,179
0.088912674,12.08052635,12.08052635,176
0.089685828,12.07975319,12.07975319,171
0.090458981,12.07898004,12.07898004,167
0.091232135,12.07820689,12.07820689,160
0.092005289,12.07743373,12.07743373,155
0.092778442,12.07666058,12.07666058,153
0.093551596,12.07588742,12.07588742,156
0.09432475,12.07511427,12.07511427,162
0.095097903,12.07434112,12.07434112,163
0.095871057,12.07356796,12.07356796,158
0.096644211,12.07279481,12.07279481,153
0.097417364,12.07202166,12.07202166,150
0.098190518,12.0712485,12.0712485,147
0.098963672,12.07047535,12.07047535,148
0.099736826,12.06970219,12.06970219,148
0.100509979,12.06892904,12.06892904,148
0.101283133,12.06815589,12.06815589,153
0.102056287,12.06738273,12.06738273,161
0.10282944,12.06660958,12.06660958,167
0.103602594,12.06583643,12.06583643,170
0.104375748,12.06506327,12.06506327,172
0.105148901,12.06429012,12.06429012,172
0.105922055,12.06351697,12.06351697,170
0.106695209,12.06274381,12.06274381,169
0.107468362,12.06197066,12.06197066,170
0.108241516,12.0611975,12.0611975,171
0.10901467,12.06042435,12.06042435,175
0.109787823,12.0596512,12.0596512,177
0.110560977,12.05887804,12.05887804,178
0.111334131,12.05810489,12.05810489,179
0.112107285,12.05733174,12.05733174,178
0.112880438,12.05655858,12.05655858,178
0.113653592,12.05578543,12.05578543,177
0.114426746,12.05501227,12.05501227,177
0.115199899,12.05423912,12.05423912,175
0.115973053,12.05346597,12.05346597,175
0.116746207,12.05269281,12.05269281,175
0.11751936,12.05191966,12.05191966,176
0.118292514,12.05114651,12.05114651,177
0.119065668,12.05037335,12.05037335,176
0.119838821,12.0496002,12.0496002,175
0.120611975,12.04882705,12.04882705,175
0.121385129,12.04805389,12.04805389,175
0.122158282,12.04728074,12.04728074,175
0.122931436,12.04650758,12.04650758,178
0.12370459,12.04573443,12.04573443,177
0.124477743,12.04496128,12.04496128,174
0.125250897,12.04418812,12.04418812,174
0.126024051,12.04341497,12.04341497,175
0.126797205,12.04264182,12.04264182,176
0.127570358,12.04186866,12.04186866,177
0.128343512,12.04109551,12.04109551,178
0.129116666,12.04032235,12.04032235,180
0.129889819,12.0395492,12.0395492,182
0.130662973,12.03877605,12.03877605,183
0.131436127,12.03800289,12.03800289,185
0.13220928,12.03722974,12.03722974,184
0.132982434,12.03645659,12.03645659,186
0.133755588,12.03568343,12.03568343,187
0.134528741,12.03491028,12.03491028,188
0.135301895,12.03413713,12.03413713,191
0.136075049,12.03336397,12.03336397,192
0.136848202,12.03259082,12.03259082,192
0.137621356,12.03181766,12.03181766,190
0.13839451,12.03104451,12.03104451,187
0.139167664,12.03027136,12.03027136,186
0.139940817,12.0294982,12.0294982,184
0.140713971,12.02872505,12.02872505,183
0.141487125,12.0279519,12.0279519,176.0000001
0.142260278,12.02717874,12.02717874,166.0000001
0.143033432,12.02640559,12.02640559,163
0.143806586,12.02563243,12.02563243,163
0.144579739,12.02485928,12.02485928,161
0.145352893,12.02408613,12.02408613,161
0.146126047,12.02331297,12.02331297,164
0.1468992,12.02253982,12.02253982,168
0.147672354,12.02176667,12.02176667,169
0.148445508,12.02099351,12.02099351,169
0.149218661,12.02022036,12.02022036,174
0.149991815,12.01944721,12.01944721,180.9999999
0.150764969,12.01867405,12.01867405,180
0.151538123,12.0179009,12.0179009,177
0.152311276,12.01712774,12.01712774,172
0.15308443,12.01635459,12.01635459,168
0.153857584,12.01558144,12.01558144,172
0.154630737,12.01480828,12.01480828,182.9999999
0.155403891,12.01403513,12.01403513,189
0.156177045,12.01326198,12.01326198,190
0.156950198,12.01248882,12.01248882,193
0.157723352,12.01171567,12.01171567,183.0000001
0.158496506,12.01094251,12.01094251,178
0.159269659,12.01016936,12.01016936,185.9999999
0.160042813,12.00939621,12.00939621,189
0.160815967,12.00862305,12.00862305,200.9999999
0.16158912,12.0078499,12.0078499,206.9999999
0.162362274,12.00707675,12.00707675,200.0000001
0.163135428,12.00630359,12.00630359,200
0.163908581,12.00553044,12.00553044,185.0000001
0.164681735,12.00475729,12.00475729,183
0.165454889,12.00398413,12.00398413,186
0.166228043,12.00321098,12.00321098,186
0.167001196,12.00243782,12.00243782,185
0.16777435,12.00166467,12.00166467,182
0.168547504,12.00089152,12.00089152,180
0.169320657,12.00011836,12.00011836,180
0.170093811,11.99934521,11.99934521,183
0.170866965,11.99857206,11.99857206,186
0.171640118,11.9977989,11.9977989,186
0.172413272,11.99702575,11.99702575,185
0.173186426,11.99625259,11.99625259,185
0.173959579,11.99547944,11.99547944,182
0.174732733,11.99470629,11.99470629,179
0.175505887,11.99393313,11.99393313,180
0.17627904,11.99315998,11.99315998,177
0.177052194,11.99238683,11.99238683,176
0.177825348,11.99161367,11.99161367,176
0.178598502,11.99084052,11.99084052,176
0.179371655,11.99006737,11.99006737,177
0.180144809,11.98929421,11.98929421,178
0.180917963,11.98852106,11.98852106,177
0.181691116,11.9877479,11.9877479,179
0.18246427,11.98697475,11.98697475,183
0.183237424,11.9862016,11.9862016,188
0.184010577,11.98542844,11.98542844,186
0.184783731,11.98465529,11.98465529,184
0.185556885,11.98388214,11.98388214,183
0.186330038,11.98310898,11.98310898,183
0.187103192,11.98233583,11.98233583,184
0.187876346,11.98156267,11.98156267,183
0.188649499,11.98078952,11.98078952,182
0.189422653,11.98001637,11.98001637,183
0.190195807,11.97924321,11.97924321,184
0.190968961,11.97847006,11.97847006,187
0.191742114,11.97769691,11.97769691,187
0.192515268,11.97692375,11.97692375,188
0.193288422,11.9761506,11.9761506,188
0.194061575,11.97537745,11.97537745,187
0.194834729,11.97460429,11.97460429,188
0.195607883,11.97383114,11.97383114,187
0.196381036,11.97305798,11.97305798,185
0.19715419,11.97228483,11.97228483,183
0.197927344,11.97151168,11.97151168,181
0.198700497,11.97073852,11.97073852,177
0.199473651,11.96996537,11.96996537,178
0.200246805,11.96919222,11.96919222,182.9999999
0.201019958,11.96841906,11.96841906,187.9999999
0.201793112,11.96764591,11.96764591,190
0.202566266,11.96687275,11.96687275,190
0.203339419,11.9660996,11.9660996,188
0.204112573,11.96532645,11.96532645,188
0.204885727,11.96455329,11.96455329,186
0.205658881,11.96378014,11.96378014,185
0.206432034,11.96300699,11.96300699,185
0.207205188,11.96223383,11.96223383,185
0.207978342,11.96146068,11.96146068,184
0.208751495,11.96068753,11.96068753,182
0.209524649,11.95991437,11.95991437,181
0.210297803,11.95914122,11.95914122,179
0.211070956,11.95836806,11.95836806,178
0.21184411,11.95759491,11.95759491,176
0.212617264,11.95682176,11.95682176,175
0.213390417,11.9560486,11.9560486,175
0.214163571,11.95527545,11.95527545,173
0.214936725,11.9545023,11.9545023,172
0.215709878,11.95372914,11.95372914,171
0.216483032,11.95295599,11.95295599,174
0.217256186,11.95218283,11.95218283,173
0.21802934,11.95140968,11.95140968,172
0.218802493,11.95063653,11.95063653,172
0.219575647,11.94986337,11.94986337,172
0.220348801,11.94909022,11.94909022,172
0.221121954,11.94831707,11.94831707,171
0.221895108,11.94754391,11.94754391,170
0.222668262,11.94677076,11.94677076,168
0.223441415,11.94599761,11.94599761,166
0.224214569,11.94522445,11.94522445,167
0.224987723,11.9444513,11.9444513,168
0.225760876,11.94367814,11.94367814,170
0.22653403,11.94290499,11.94290499,174.9999999
0.227307184,11.94213184,11.94213184,175
0.228080337,11.94135868,11.94135868,179.9999999
0.228853491,11.94058553,11.94058553,184
0.229626645,11.93981238,11.93981238,179.0000001
0.230399799,11.93903922,11.93903922,175
0.231172952,11.93826607,11.93826607,171
0.231946106,11.93749291,11.93749291,165.0000001
0.23271926,11.93671976,11.93671976,161
0.233492413,11.93594661,11.93594661,156.0000001
0.234265567,11.93517345,11.93517345,153
0.235038721,11.9344003,11.9344003,149
0.235811874,11.93362715,11.93362715,150
0.236585028,11.93285399,11.93285399,149
0.237358182,11.93208084,11.93208084,147
0.238131335,11.93130769,11.93130769,147
0.238904489,11.93053453,11.93053453,149
0.239677643,11.92976138,11.92976138,153.9999999
0.240450796,11.92898822,11.92898822,159.9999999
0.24122395,11.92821507,11.92821507,163
0.241997104,11.92744192,11.92744192,165
0.242770257,11.92666876,11.92666876,165
0.243543411,11.92589561,11.92589561,167
0.244316565,11.92512246,11.92512246,168
0.245089719,11.9243493,11.9243493,170
0.245862872,11.92357615,11.92357615,172
0.246636026,11.92280299,11.92280299,172
0.24740918,11.92202984,11.92202984,170
0.248182333,11.92125669,11.92125669,168
0.248955487,11.92048353,11.92048353,165
0.249728641,11.91971038,11.91971038,162
0.250501794,11.91893723,11.91893723,163
0.251274948,11.91816407,11.91816407,169.9999999
0.252048102,11.91739092,11.91739092,188.9999997
0.252821255,11.91661777,11.91661777,202.9999998
0.253594409,11.91584461,11.91584461,196.0000001
0.254367563,11.91507146,11.91507146,193
0.255140716,11.9142983,11.9142983,193
0.25591387,11.91352515,11.91352515,192
0.256687024,11.912752,11.912752,191
0.257460178,11.91197884,11.91197884,195.9999999
0.258233331,11.91120569,11.91120569,188.0000001
0.259006485,11.91043254,11.91043254,176.0000002
0.259779639,11.90965938,11.90965938,174
0.260552792,11.90888623,11.90888623,171
0.261325946,11.90811307,11.90811307,168
0.2620991,11.90733992,11.90733992,162.0000001
0.262872253,11.90656677,11.90656677,162
0.263645407,11.90579361,11.90579361,165.9999999
0.264418561,11.90502046,11.90502046,166
0.265191714,11.90424731,11.90424731,172.9999999
0.265964868,11.90347415,11.90347415,178.9999999
0.266738022,11.902701,11.902701,184.9999999
0.267511175,11.90192785,11.90192785,188
0.268284329,11.90115469,11.90115469,176.0000002
0.269057483,11.90038154,11.90038154,170.0000001
0.269830637,11.89960838,11.89960838,173
0.27060379,11.89883523,11.89883523,176.9999999
0.271376944,11.89806208,11.89806208,180
0.272150098,11.89728892,11.89728892,178
0.272923251,11.89651577,11.89651577,174.0000001
0.273696405,11.89574262,11.89574262,169.0000001
0.274469559,11.89496946,11.89496946,169
0.275242712,11.89419631,11.89419631,170
0.276015866,11.89342315,11.89342315,169
0.27678902,11.89265,11.89265,166
0.277562173,11.89187685,11.89187685,164
0.278335327,11.89110369,11.89110369,164
0.279108481,11.89033054,11.89033054,168.9999999
0.279881634,11.88955739,11.88955739,174.9999999
0.280654788,11.88878423,11.88878423,180.9999999
0.281427942,11.88801108,11.88801108,172.0000001
0.282201095,11.88723793,11.88723793,170
0.282974249,11.88646477,11.88646477,171
0.283747403,11.88569162,11.88569162,170
0.284520557,11.88491846,11.88491846,170
0.28529371,11.88414531,11.88414531,190.9999997
0.286066864,11.88337216,11.88337216,176.0000002
0.286840018,11.882599,11.882599,170.0000001
0.287613171,11.88182585,11.88182585,170
0.288386325,11.8810527,11.8810527,171
0.289159479,11.88027954,11.88027954,170
0.289932632,11.87950639,11.87950639,170
0.290705786,11.87873323,11.87873323,171
0.29147894,11.87796008,11.87796008,172
0.292252093,11.87718693,11.87718693,173
0.293025247,11.87641377,11.87641377,173
0.293798401,11.87564062,11.87564062,174
0.294571554,11.87486747,11.87486747,177
0.295344708,11.87409431,11.87409431,176
0.296117862,11.87332116,11.87332116,166.0000002
0.296891016,11.872548,11.872548,167
0.297664169,11.87177485,11.87177485,179.9999998
0.298437323,11.8710017,11.8710017,187.9999999
0.299210477,11.87022854,11.87022854,190
0.29998363,11.86945539,11.86945539,189
0.300756784,11.86868224,11.86868224,188
0.301529938,11.86790908,11.86790908,187
0.302303091,11.86713593,11.86713593,184
0.303076245,11.86636278,11.86636278,183
0.303849399,11.86558962,11.86558962,185
0.304622552,11.86481647,11.86481647,184
0.305395706,11.86404331,11.86404331,181
0.30616886,11.86327016,11.86327016,170.0000002
0.306942013,11.86249701,11.86249701,163.0000001
0.307715167,11.86172385,11.86172385,163
0.308488321,11.8609507,11.8609507,164
0.309261475,11.86017755,11.86017755,162
0.310034628,11.85940439,11.85940439,159
0.310807782,11.85863124,11.85863124,161
0.311580936,11.85785808,11.85785808,164
0.312354089,11.85708493,11.85708493,167.9999999
0.313127243,11.85631178,11.85631178,169
0.313900397,11.85553862,11.85553862,170
0.31467355,11.85476547,11.85476547,171
0.315446704,11.85399232,11.85399232,173
0.316219858,11.85321916,11.85321916,175
0.316993011,11.85244601,11.85244601,177
0.317766165,11.85167286,11.85167286,180.9999999
0.318539319,11.8508997,11.8508997,182
0.319312472,11.85012655,11.85012655,182
0.320085626,11.84935339,11.84935339,181
0.32085878,11.84858024,11.84858024,180
0.321631934,11.84780709,11.84780709,182
0.322405087,11.84703393,11.84703393,184
0.323178241,11.84626078,11.84626078,186
0.323951395,11.84548763,11.84548763,188.9999999
0.324724548,11.84471447,11.84471447,188
0.325497702,11.84394132,11.84394132,190
0.326270856,11.84316816,11.84316816,192.9999999
0.327044009,11.84239501,11.84239501,192
0.327817163,11.84162186,11.84162186,192
0.328590317,11.8408487,11.8408487,192
0.32936347,11.84007555,11.84007555,192
0.330136624,11.8393024,11.8393024,193
0.330909778,11.83852924,11.83852924,192
0.331682931,11.83775609,11.83775609,192
0.332456085,11.83698294,11.83698294,188.0000001
0.333229239,11.83620978,11.83620978,185.0000001
0.334002392,11.83543663,11.83543663,181.0000001
0.334775546,11.83466347,11.83466347,177.0000001
0.3355487,11.83389032,11.83389032,172.0000001
0.336321854,11.83311717,11.83311717,168.0000001
0.337095007,11.83234401,11.83234401,166
0.337868161,11.83157086,11.83157086,168
0.338641315,11.83079771,11.83079771,166
0.339414468,11.83002455,11.83002455,164
0.340187622,11.8292514,11.8292514,162
0.340960776,11.82847824,11.82847824,159.0000001
0.341733929,11.82770509,11.82770509,156.0000001
0.342507083,11.82693194,11.82693194,156
0.343280237,11.82615878,11.82615878,156
0.34405339,11.82538563,11.82538563,160.9999999
0.344826544,11.82461248,11.82461248,170.9999998
0.345599698,11.82383932,11.82383932,167.0000001
0.346372851,11.82306617,11.82306617,164.0000001
0.347146005,11.82229302,11.82229302,160.0000001
0.347919159,11.82151986,11.82151986,162
0.348692313,11.82074671,11.82074671,164.9999999
0.349465466,11.81997355,11.81997355,167
0.35023862,11.8192004,11.8192004,166
0.351011774,11.81842725,11.81842725,164
0.351784927,11.81765409,11.81765409,165
0.352558081,11.81688094,11.81688094,162.0000001
0.353331235,11.81610779,11.81610779,155.0000001
0.354104388,11.81533463,11.81533463,144.0000002
0.354877542,11.81456148,11.81456148,146.9999999
0.355650696,11.81378832,11.81378832,159.9999998
0.356423849,11.81301517,11.81301517,165.9999999
0.357197003,11.81224202,11.81224202,169.9999999
0.357970157,11.81146886,11.81146886,171
0.35874331,11.81069571,11.81069571,168.0000001
0.359516464,11.80992256,11.80992256,167
0.360289618,11.8091494,11.8091494,168
0.361062772,11.80837625,11.80837625,169
0.361835925,11.8076031,11.8076031,168
0.362609079,11.80682994,11.80682994,169
0.363382233,11.80605679,11.80605679,170
0.364155386,11.80528363,11.80528363,170
0.36492854,11.80451048,11.80451048,168
0.365701694,11.80373733,11.80373733,166
0.366474847,11.80296417,11.80296417,164
0.367248001,11.80219102,11.80219102,162
0.368021155,11.80141787,11.80141787,162
0.368794308,11.80064471,11.80064471,165.9999999
0.369567462,11.79987156,11.79987156,166
0.370340616,11.7990984,11.7990984,163.0000001
0.371113769,11.79832525,11.79832525,162
0.371886923,11.7975521,11.7975521,159.0000001
0.372660077,11.79677894,11.79677894,157
0.37343323,11.79600579,11.79600579,152.0000001
0.374206384,11.79523264,11.79523264,152
0.374979538,11.79445948,11.79445948,157.9999999
0.375752692,11.79368633,11.79368633,173.9999997
0.376525845,11.79291318,11.79291318,162.0000002
0.377298999,11.79214002,11.79214002,161
0.378072153,11.79136687,11.79136687,163.9999999
0.378845306,11.79059371,11.79059371,167.9999999
0.37961846,11.78982056,11.78982056,172.9999999
0.380391614,11.78904741,11.78904741,182.9999998
0.381164767,11.78827425,11.78827425,189.9999999
0.381937921,11.7875011,11.7875011,187.0000001
0.382711075,11.78672795,11.78672795,177.0000002
0.383484228,11.78595479,11.78595479,176
0.384257382,11.78518164,11.78518164,177
0.385030536,11.78440848,11.78440848,177
0.385803689,11.78363533,11.78363533,179
0.386576843,11.78286218,11.78286218,176.0000001
0.387349997,11.78208902,11.78208902,175
0.388123151,11.78131587,11.78131587,175
0.388896304,11.78054272,11.78054272,174
0.389669458,11.77976956,11.77976956,174
0.390442612,11.77899641,11.77899641,172
0.391215765,11.77822326,11.77822326,174
0.391988919,11.7774501,11.7774501,176.9999999
0.392762073,11.77667695,11.77667695,177
0.393535226,11.77590379,11.77590379,174.0000001
0.39430838,11.77513064,11.77513064,171.0000001
0.395081534,11.77435749,11.77435749,167.0000001
0.395854687,11.77358433,11.77358433,168
0.396627841,11.77281118,11.77281118,170
0.397400995,11.77203803,11.77203803,170
0.398174148,11.77126487,11.77126487,169
0.398947302,11.77049172,11.77049172,167
0.399720456,11.76971856,11.76971856,165
0.40049361,11.76894541,11.76894541,164
0.401266763,11.76817226,11.76817226,166.9999999
0.402039917,11.7673991,11.7673991,169
0.402813071,11.76662595,11.76662595,169
0.403586224,11.7658528,11.7658528,171.9999999
0.404359378,11.76507964,11.76507964,174
0.405132532,11.76430649,11.76430649,174
0.405905685,11.76353334,11.76353334,175
0.406678839,11.76276018,11.76276018,173
0.407451993,11.76198703,11.76198703,170.0000001
0.408225146,11.76121387,11.76121387,169
0.4089983,11.76044072,11.76044072,166.0000001
0.409771454,11.75966757,11.75966757,165
0.410544607,11.75889441,11.75889441,165
0.411317761,11.75812126,11.75812126,166
0.412090915,11.75734811,11.75734811,165
0.412864068,11.75657495,11.75657495,163
0.413637222,11.7558018,11.7558018,159.0000001
0.414410376,11.75502864,11.75502864,160
0.41518353,11.75425549,11.75425549,162.9999999
0.415956683,11.75348234,11.75348234,165.9999999
0.416729837,11.75270918,11.75270918,154.0000003
0.417502991,11.75193603,11.75193603,145.0000002
0.418276144,11.75116288,11.75116288,165.9999995
0.419049298,11.75038972,11.75038972,154.0000003
0.419822452,11.74961657,11.74961657,145.0000002
0.420595605,11.74884342,11.74884342,127.0000004
0.421368759,11.74807026,11.74807026,116.0000002
0.422141913,11.74729711,11.74729711,108.0000002
0.422915066,11.74652395,11.74652395,109
0.42368822,11.7457508,11.7457508,110
0.424461374,11.74497765,11.74497765,109
0.425234527,11.74420449,11.74420449,111
0.426007681,11.74343134,11.74343134,118.9999998
0.426780835,11.74265819,11.74265819,128.9999998
0.427553989,11.74188503,11.74188503,127
0.428327142,11.74111188,11.74111188,120.0000002
0.429100296,11.74033872,11.74033872,116.0000001
0.42987345,11.73956557,11.73956557,120.9999999
0.430646603,11.73879242,11.73879242,132.9999997
0.431419757,11.73801926,11.73801926,136.9999999
0.432192911,11.73724611,11.73724611,137
0.432966064,11.73647296,11.73647296,141.9999999
0.433739218,11.7356998,11.7356998,141
0.434512372,11.73492665,11.73492665,138.0000001
0.435285525,11.7341535,11.7341535,138
0.436058679,11.73338034,11.73338034,138
0.436831833,11.73260719,11.73260719,135.0000001
0.437604986,11.73183403,11.73183403,133
0.43837814,11.73106088,11.73106088,135
0.439151294,11.73028773,11.73028773,134
0.439924448,11.72951457,11.72951457,132
0.440697601,11.72874142,11.72874142,131
0.441470755,11.72796827,11.72796827,132
0.442243909,11.72719511,11.72719511,133
0.443017062,11.72642196,11.72642196,132
0.443790216,11.7256488,11.7256488,130
0.44456337,11.72487565,11.72487565,131
0.445336523,11.7241025,11.7241025,131
0.446109677,11.72332934,11.72332934,129
0.446882831,11.72255619,11.72255619,123.0000001
0.447655984,11.72178304,11.72178304,117.0000001
0.448429138,11.72100988,11.72100988,115
0.449202292,11.72023673,11.72023673,117.9999999
0.449975445,11.71946358,11.71946358,127.9999998
0.450748599,11.71869042,11.71869042,133.9999999
0.451521753,11.71791727,11.71791727,133
0.452294906,11.71714411,11.71714411,133
0.45306806,11.71637096,11.71637096,136.9999999
0.453841214,11.71559781,11.71559781,144.9999998
0.454614368,11.71482465,11.71482465,138.0000002
0.455387521,11.7140515,11.7140515,126.0000003
0.456160675,11.71327835,11.71327835,122.0000001
0.456933829,11.71250519,11.71250519,124.9999999
0.457706982,11.71173204,11.71173204,134.9999998
0.458480136,11.71095888,11.71095888,137.9999999
0.45925329,11.71018573,11.71018573,138
0.460026443,11.70941258,11.70941258,139
0.460799597,11.70863942,11.70863942,140
0.461572751,11.70786627,11.70786627,140
0.462345904,11.70709312,11.70709312,133.0000002
0.463119058,11.70631996,11.70631996,126.0000002
0.463892212,11.70554681,11.70554681,125
0.464665365,11.70477366,11.70477366,128.9999999
0.465438519,11.7040005,11.7040005,133.9999999
0.466211673,11.70322735,11.70322735,134
0.466984827,11.70245419,11.70245419,134
0.46775798,11.70168104,11.70168104,135
0.468531134,11.70090789,11.70090789,132.0000001
0.469304288,11.70013473,11.70013473,130
0.470077441,11.69936158,11.69936158,128
0.470850595,11.69858843,11.69858843,124.0000001
0.471623749,11.69781527,11.69781527,124
0.472396902,11.69704212,11.69704212,124
0.473170056,11.69626896,11.69626896,131.9999998
0.47394321,11.69549581,11.69549581,134
0.474716363,11.69472266,11.69472266,131.0000001
0.475489517,11.6939495,11.6939495,128.0000001
0.476262671,11.69317635,11.69317635,131.9999999
0.477035824,11.6924032,11.6924032,133
0.477808978,11.69163004,11.69163004,135
0.478582132,11.69085689,11.69085689,134
0.479355286,11.69008373,11.69008373,135
0.480128439,11.68931058,11.68931058,135
0.480901593,11.68853743,11.68853743,135
0.481674747,11.68776427,11.68776427,135
0.4824479,11.68699112,11.68699112,133.0000001
0.483221054,11.68621797,11.68621797,130.0000001
0.483994208,11.68544481,11.68544481,129
0.484767361,11.68467166,11.68467166,129
0.485540515,11.68389851,11.68389851,130.9999999
0.486313669,11.68312535,11.68312535,131
0.487086822,11.6823522,11.6823522,141.9999997
0.487859976,11.68157904,11.68157904,142
0.48863313,11.68080589,11.68080589,142
0.489406283,11.68003274,11.68003274,143
0.490179437,11.67925958,11.67925958,145.9999999
0.490952591,11.67848643,11.67848643,148.9999999
0.491725744,11.67771328,11.67771328,150.9999999
0.492498898,11.67694012,11.67694012,152.9999999
0.493272052,11.67616697,11.67616697,152
0.494045206,11.67539381,11.67539381,150.0000001
0.494818359,11.67462066,11.67462066,148.0000001
0.495591513,11.67384751,11.67384751,143.0000001
0.496364667,11.67307435,11.67307435,139.0000001
0.49713782,11.6723012,11.6723012,140.9999999
0.497910974,11.67152805,11.67152805,143.9999999
0.498684128,11.67075489,11.67075489,145.9999999
0.499457281,11.66998174,11.66998174,161.9999996
0.500230435,11.66920859,11.66920859,159.0000001
0.501003589,11.66843543,11.66843543,158
0.501776742,11.66766228,11.66766228,155.0000001
0.502549896,11.66688912,11.66688912,155
0.50332305,11.66611597,11.66611597,156.9999999
0.504096203,11.66534282,11.66534282,158.9999999
0.504869357,11.66456966,11.66456966,161.9999999
0.505642511,11.66379651,11.66379651,163.9999999
0.506415665,11.66302336,11.66302336,164
0.507188818,11.6622502,11.6622502,164
0.507961972,11.66147705,11.66147705,164
0.508735126,11.66070389,11.66070389,164
0.509508279,11.65993074,11.65993074,165
0.510281433,11.65915759,11.65915759,166
0.511054587,11.65838443,11.65838443,166
0.51182774,11.65761128,11.65761128,168.9999999
0.512600894,11.65683813,11.65683813,169
0.513374048,11.65606497,11.65606497,170.9999999
0.514147201,11.65529182,11.65529182,170
0.514920355,11.65451867,11.65451867,169
